Domain	Filename	Entity	Linkable	Split	Split Terms	Wiki IDs
Mathematics	S0167278913001450.ann	the three-dimensional flows		1	three-dimensional,flows	https://en.wikipedia.org/wiki/Three-dimensional_space,ADJECTIVE_72272_0_1;https://en.wikipedia.org/wiki/Flow_(mathematics),NOUN_8443_0_3
Mathematics	S0001870812002101.ann	modulo p and p-primary torsion		Yes	modulo,p-primary,torsion	https://en.wikipedia.org/wiki/Modulo_operation,NOUN_248620_1_1;https://en.wikipedia.org/wiki/P-group,;https://en.wikipedia.org/wiki/Torsion_(algebra),NOUN_191911_0_1
Mathematics	S0001870813003265.ann	DAHAs		0		,
Mathematics	S0001870813002715.ann	large	0			
Mathematics	S0022247X13008238.ann	the Levi conditions		No		
Mathematics	S0167278913001450.ann	sufficiently small	0			
Mathematics	S0304406813000335.ann	all dimensions		0		https://en.wikipedia.org/wiki/Dimension,NOUN_6540_0_5
Mathematics	S0024379513003716.ann	the same theory	0			
Mathematics	S0001870813002715.ann	TpG	0			
Mathematics	S0022314X13001777.ann	the integers		No	integers	https://en.wikipedia.org/wiki/Integer,NOUN_8954_0_1
Mathematics	S0024379513003716.ann	unify and compare	0			
Mathematics	S0001870813002715.ann	the Bergman space		0		https://en.wikipedia.org/wiki/Bergman_space,
Mathematics	S0167278913001450.ann	a diagnostic quantity	0			
Mathematics	S0001870813002715.ann	Natural examples	0			
Mathematics	S0167278913001450.ann	The vertical or diabatic velocity		0		,
Mathematics	S0022247X13005374.ann	the modified Bessel function ratio Rν=Iν+1/Iν		Yes	Bessel function,ratio	https://en.wikipedia.org/wiki/Bessel_function,NOUN_525268_0_1;https://en.wikipedia.org/wiki/Ratio,NOUN_69139_0_2
Mathematics	S0022314X13003089.ann	h(OK)⊂OK	0			
Mathematics	S0024379513003716.ann	periodic		0		https://en.wikipedia.org/wiki/Periodic_function,ADJECTIVE_91020_0_6
Mathematics	S0001870812002101.ann	an integrality property of the Chern character		Yes	integrality property,Chern character	,;https://en.wikipedia.org/wiki/Chern_class,
Mathematics	S0021869313002846.ann	sequences				
Mathematics	S0022314X13003089.ann	integers OK		No	integers	https://en.wikipedia.org/wiki/Integer,NOUN_8954_0_1
Mathematics	S0001870813003265.ann	the special collections	0			
Mathematics	S0167278913001450.ann	full prognostic computation		1	prognostic,computation	https://en.wikipedia.org/wiki/Prognostics,ADJECTIVE_180146_0_1;https://en.wikipedia.org/wiki/Computation,NOUN_61438_0_1
Mathematics	S0001870813003265.ann	complete sets		0		https://en.wikipedia.org/wiki/Complete_sequence,
Mathematics	S0021869313002846.ann	a holomorphy		0		https://en.wikipedia.org/wiki/Holomorph_(mathematics),NOUN_1937988_0_1
Mathematics	S0022314X13003089.ann	the set		No	set	https://en.wikipedia.org/wiki/Set_(mathematics),NOUN_7543_1_15
Mathematics	S0304406813000335.ann	topological dimension		0		https://en.wikipedia.org/wiki/Lebesgue_covering_dimension,
Mathematics	S0167278913001450.ann	reliable 3D velocities		0	3D velocities	,
Mathematics	S0304406813000335.ann	m goods	0			
Mathematics	S0001870813002715.ann	the complex tangent space TpcbM		0	tangent space	https://en.wikipedia.org/wiki/Tangent_space,NOUN_6405760_0_1
Mathematics	S0021869313002846.ann	algebraic integers		0		https://en.wikipedia.org/wiki/Algebraic_integer,NOUN_225879_0_1
Mathematics	S0021869313002846.ann	all the structural finiteness results		0	structural finiteness	,
Mathematics	S0021869313002846.ann	zero-sum		0		https://en.wikipedia.org/wiki/Empty_sum,ADJECTIVE_90922_0_1
Mathematics	S0024379513003716.ann	powers		0		https://en.wikipedia.org/wiki/Exponentiation,NOUN_8184_0_5
Mathematics	S0304406813000335.ann	a preference relation	0			
Mathematics	S0167278913001450.ann	geophysical flows		0		https://en.wikipedia.org/wiki/Geophysical_fluid_dynamics,
Mathematics	S0001870812002101.ann	correspondences	No			
Mathematics	S0001870812002101.ann	the p-1 first homological Steenrod operations		Yes	p-1,homological,Steenrod operations	,;https://en.wikipedia.org/wiki/Homology_(mathematics),ADJECTIVE_253627_0_2;https://en.wikipedia.org/wiki/Steenrod_algebra,
Mathematics	S0022247X13005374.ann	the sets of lower and upper bounds		Yes	sets,lower and upper bounds	https://en.wikipedia.org/wiki/Set_(mathematics),NOUN_7543_1_15;https://en.wikipedia.org/wiki/Upper_and_lower_bounds,
Mathematics	S0167278913001450.ann	scaled	0			
Mathematics	S0167278913001450.ann	velocity gradient diagnostics		0	velocity gradient	https://en.wikipedia.org/wiki/Strain-rate_tensor,
Mathematics	S0304406813000335.ann	differentiability		0		https://en.wikipedia.org/wiki/Differentiable_function,NOUN_1044926_0_1
Mathematics	S0001870813003265.ann	Chalykh-Sergeev-Veselov operators		0		,
Mathematics	S0001870813002715.ann	the total space of a principal bundle G→M→X		0	principal bundle	https://en.wikipedia.org/wiki/Principal_bundle,
Mathematics	S0001870813003265.ann	affine planes		0		https://en.wikipedia.org/wiki/Affine_plane,
Mathematics	S0167278913001450.ann	2D structures		1	2D,structures	https://en.wikipedia.org/wiki/Two-dimensional_space,ADJECTIVE_745633_0_1;https://en.wikipedia.org/wiki/Lagrangian_coherent_structure,
Mathematics	S0167278913001450.ann	the evolving 3D velocity field		1	3D,velocity field	https://en.wikipedia.org/wiki/Three-dimensional_space,ADJECTIVE_311535_0_1;https://en.wikipedia.org/wiki/Flow_velocity,
Mathematics	S0304406813000335.ann	stable sets		0		https://en.wikipedia.org/wiki/Cooperative_game_theory#The_stable_set,
Mathematics	S0304406813000335.ann	smooth sets		0		,
Mathematics	S0167278913001450.ann	the quadrupole model		0	quadrupole	https://en.wikipedia.org/wiki/Quadrupole,NOUN_196140_0_1
Mathematics	S0022247X13008238.ann	low order terms		No	order	https://en.wikipedia.org/wiki/Order_of_magnitude,NOUN_23616_0_23
Mathematics	S0167278913001450.ann	Finite-time Lyapunov exponents (FTLE)				
Mathematics	S0022314X13001777.ann	the groups		No	groups	https://en.wikipedia.org/wiki/Group_(mathematics),NOUN_18717_0_2
Mathematics	S0001870813003265.ann	generalized Macdonald-Ruijsenaars systems		0		,
Mathematics	S0167278913001450.ann	typical open ocean conditions		0	open ocean conditions	,
Mathematics	S0022314X13001777.ann	mod pn		No	mod	https://en.wikipedia.org/wiki/Modulo_operation,NOUN_60629_0_8
Mathematics	S0304406813000335.ann	efficient sets, a class of sets in Rp		1	efficient sets,sets,Rp	,;https://en.wikipedia.org/wiki/Set_(mathematics),NOUN_7543_3_8;https://en.wikipedia.org/wiki/RP_(complexity),
Mathematics	S0022314X13003089.ann	integral-valued		No	integral-valued	https://en.wikipedia.org/wiki/Integral_element,
Mathematics	S0001870813003265.ann	commutative algebras		0		https://en.wikipedia.org/wiki/Commutative_algebra,NOUN_3070643_0_2
Mathematics	S0022314X13003089.ann	the ring		No	ring	https://en.wikipedia.org/wiki/Ring_(mathematics),NOUN_7521_0_7
Mathematics	S0022314X13003089.ann	algebraic integers of degree equal to n		Yes	algebraic integers,degree,equal	https://en.wikipedia.org/wiki/Algebraic_integer,NOUN_225879_0_1;https://en.wikipedia.org/wiki/Degree_(angle),NOUN_33931_0_8;https://en.wikipedia.org/wiki/Equality_(mathematics),ADJECTIVE_42372_0_2
Mathematics	S0167278913001450.ann	the ABC flow		0		https://en.wikipedia.org/wiki/Arnold%E2%80%93Beltrami%E2%80%93Childress_flow,
Mathematics	S0001870813003265.ann	known and new generalized Macdonald-Ruijsenaars systems		0		,
Mathematics	S0022247X13005374.ann	Rν		No		,
Mathematics	S0304406813000335.ann	such sets		0	sets	https://en.wikipedia.org/wiki/Set_(mathematics),NOUN_7543_3_8
Mathematics	S0022314X13003089.ann	integer-valued		No	integer	https://en.wikipedia.org/wiki/Integer,NOUN_8954_0_1
Mathematics	S0304406813000335.ann	production possibility frontiers		0		https://en.wikipedia.org/wiki/Production%E2%80%93possibility_frontier,
Mathematics	S0167278913001450.ann	the 2D LCS		1	2D,LCS	https://en.wikipedia.org/wiki/Two-dimensional_space,ADJECTIVE_745633_0_1;https://en.wikipedia.org/wiki/Lagrangian_coherent_structure,
Mathematics	S0022314X13001777.ann	polynomial permutations		Yes	polynomial,permutations	https://en.wikipedia.org/wiki/Polynomial,NOUN_35192_0_1;https://en.wikipedia.org/wiki/Permutation,NOUN_37016_0_3
Mathematics	S0001870812002101.ann	algebraic varieties		No	algebraic varieties	https://en.wikipedia.org/wiki/Algebraic_variety,NOUN_6608380_0_1
Mathematics	S0024379513003716.ann	core	0			
Mathematics	S0304406813000335.ann	level sets		0		https://en.wikipedia.org/wiki/Level_set,NOUN_253817_0_1
Mathematics	S0167278913001450.ann	LCS		0		https://en.wikipedia.org/wiki/Lagrangian_coherent_structure,,
Mathematics	S0022314X13003089.ann	h(X)	0			
Mathematics	S0022314X13001777.ann	the Sylow p-groups		1	Sylow,p-groups	https://en.wikipedia.org/wiki/Sylow_theorems,;https://en.wikipedia.org/wiki/P-group,
Mathematics	S0304406813000335.ann	p-dimensional measure zero		0	p-dimensional	,
Mathematics	S0022247X13005374.ann	has a greatest element		No	greatest element	https://en.wikipedia.org/wiki/Greatest_and_least_elements,
Mathematics	S0167278913001450.ann	Lagrangian Coherent Structures (LCS)		0		https://en.wikipedia.org/wiki/Lagrangian_coherent_structure,
Mathematics	S0167278913001450.ann	two diagnostic quantities	0			
Mathematics	S0167278913001450.ann	trajectories		0		https://en.wikipedia.org/wiki/Trajectory,
Mathematics	S0001870813002715.ann	a compact manifold with boundary		1	compact manifold,boundary	https://en.wikipedia.org/wiki/Closed_manifold,;https://en.wikipedia.org/wiki/Boundary_(topology),
Mathematics	S0021869313002846.ann	a ray class group		0		https://en.wikipedia.org/wiki/Ray_class_field,
Mathematics	S0024379513003716.ann	the core of A	0			
Mathematics	S0024379513003716.ann	extremal rays		0		,
Mathematics	S0167278913001450.ann	test models		1	test,models	https://en.wikipedia.org/wiki/Evaluation,NOUN_27637_11_1;https://en.wikipedia.org/wiki/Conceptual_model,
Mathematics	S0167278913001450.ann	the dispersion		0		https://en.wikipedia.org/wiki/Statistical_dispersion,NOUN_89987_0_3
Mathematics	S0001870813002715.ann	a strongly pseudoconvex complex manifold		1	pseudoconvex,complex manifold	https://en.wikipedia.org/wiki/Pseudoconvexity,ADJECTIVE_2841883_0_1;https://en.wikipedia.org/wiki/Complex_manifold,
Mathematics	S0167278913001450.ann	Vertical shear		0		https://en.wikipedia.org/wiki/Shear_mapping#Horizontal_and_vertical_shear_of_the_plane,
Mathematics	S0022314X13001777.ann	the projective limit		No		https://en.wikipedia.org/wiki/Inverse_limit,
Mathematics	S0024379513003716.ann	the sequence		0		https://en.wikipedia.org/wiki/Sequence,NOUN_19011_0_5
Mathematics	S0024379513003716.ann	eigencones	0			,
Mathematics	S0167278913001450.ann	one velocity component		0	velocity	https://en.wikipedia.org/wiki/Velocity,NOUN_6535_0_1
Mathematics	S0022247X13005374.ann	ν≥-1	0			
Mathematics	S0021869313002846.ann	a global field		0		https://en.wikipedia.org/wiki/Global_field,
Mathematics	S0021869313002846.ann	a transfer homomorphism		0		https://en.wikipedia.org/wiki/Transfer_(group_theory),
Mathematics	S0001870813003265.ann	the Koornwinder operator		0		https://en.wikipedia.org/wiki/Koornwinder_polynomials,
Mathematics	S0022247X13005374.ann	the set of upper bounds and its minimal elements		Yes	set,upper bounds,minimal elements	https://en.wikipedia.org/wiki/Set_(mathematics),NOUN_7543_1_15;https://en.wikipedia.org/wiki/Upper_and_lower_bounds,;https://en.wikipedia.org/wiki/Maximal_and_minimal_elements,
Mathematics	S0022314X13003089.ann	matrices Mn(Z)		No	matrices	https://en.wikipedia.org/wiki/Matrix_(mathematics),NOUN_35187_0_6
Mathematics	S0001870813003265.ann	a generalization		0		https://en.wikipedia.org/wiki/Generalized_function,NOUN_199778_0_4
Mathematics	S0167278913001450.ann	reduced FTLE formulations		1	reduced,FTLE formulations	https://en.wikipedia.org/wiki/Reduction_(mathematics),ADJECTIVE_226599_1_1;https://en.wikipedia.org/wiki/Lyapunov_exponent,
Mathematics	S0024379513003716.ann	the intersection		0		https://en.wikipedia.org/wiki/Intersection_(set_theory),NOUN_35048_0_3
Mathematics	S0304406813000335.ann	mean-variance frontiers		0		,
Mathematics	S0021869313002846.ann	atoms (irreducibles)		0		https://en.wikipedia.org/wiki/Atomic_domain,
Mathematics	S0167278913001450.ann	Approximations		0		https://en.wikipedia.org/wiki/Approximation#Mathematics,NOUN_96887_0_2
Mathematics	S0001870813003265.ann	Double Affine Hecke Algebras (DAHAs)		0		https://en.wikipedia.org/wiki/Double_affine_Hecke_algebra,
Mathematics	S0022314X13001777.ann	these groups		No	groups	https://en.wikipedia.org/wiki/Group_(mathematics),NOUN_18717_0_2
Mathematics	S0022314X13003089.ann	every algebraic integer β of degree smaller than n		Yes	algebraic integer,degree	https://en.wikipedia.org/wiki/Algebraic_integer,NOUN_225879_0_1;https://en.wikipedia.org/wiki/Degree_(angle),NOUN_33931_0_8
Mathematics	S0022314X13003089.ann	all algebraic integers of degree n		Yes	algebraic integers,degree	https://en.wikipedia.org/wiki/Algebraic_integer,NOUN_225879_0_1;https://en.wikipedia.org/wiki/Degree_(angle),NOUN_33931_0_8
Mathematics	S0022314X13003089.ann	a criterion of Gilmer		No	criterion of Gilmer	,
Mathematics	S0022314X13003089.ann	the integral closure of the ring of polynomials in Q[X] which are integer-valued over the set of matrices Mn(Z) is equal to the ring of integral-valued polynomials over the set of algebraic integers of degree equal to n				
Mathematics	S0021869313002846.ann	lengths		0		https://en.wikipedia.org/wiki/Length,NOUN_36171_0_1
Mathematics	S0167278913001450.ann	the full 3D velocity		0	3D velocity	,
Mathematics	S0022247X13008238.ann	weakly hyperbolic equations		No	hyperbolic equations	https://en.wikipedia.org/wiki/Hyperbolic_partial_differential_equation,
Mathematics	S0167278913001450.ann	3D flows		0		,
Mathematics	S0001870813003265.ann	vanishing		0		,
Mathematics	S0022247X13005374.ann	explicitly computable upper bounds		Yes	computable,upper bounds	https://en.wikipedia.org/wiki/Computability,ADJECTIVE_92569_0_1;https://en.wikipedia.org/wiki/Upper_and_lower_bounds,
Mathematics	S0022247X13008238.ann	reduction		No		https://en.wikipedia.org/wiki/Reduction_(mathematics),NOUN_79405_0_5
Mathematics	S0021869313002846.ann	the remaining cases	No			
Medicine	S2213158213000582.ann	healthy controls (HC)		1	healthy,controls	https://en.wikipedia.org/wiki/Health,ADJECTIVE_42104_0_1;,NOUN_7930_1_2
Medicine	S0006322312001096.ann	standard clinical risk profiles		Yes	clinical,risk profiles	,ADJECTIVE_221149_0_2;,
Medicine	S0022399913003358.ann	Participants		No		,NOUN_37457_0_1
Medicine	S0006322312001096.ann	1997, 2003, and 2008	No			
Medicine	S0925443913003037.ann	fibroblasts		No		https://en.wikipedia.org/wiki/Fibroblast,NOUN_78024_0_1
Medicine	S0925443913003037.ann	bind		No		https://en.wikipedia.org/wiki/Molecular_binding,VERB_6798_0_2
Medicine	S0960896612001022.ann	deletion formation		0	deletion	https://en.wikipedia.org/wiki/Deletion_(genetics),NOUN_78535_0_3
Medicine	S1550413113004920.ann	beta cell development		1	beta cell,development	https://en.wikipedia.org/wiki/Beta_cell,NOUN_4943791_0_2;https://en.wikipedia.org/wiki/Developmental_biology,NOUN_39933_0_2
Medicine	S0960896612001022.ann	outcomes	0			
Medicine	S0006322312001096.ann	prevention	No			
Medicine	S1550413113004920.ann	MNX1		0		https://en.wikipedia.org/wiki/MNX1,
Medicine	S0925443913001385.ann,S0925443913003037.ann	Mutations	Yes	No		https://en.wikipedia.org/wiki/Mutation,NOUN_198604_0_2
Medicine	S0925443913001385.ann	chromosome 17q24.2-q25.3		No		https://en.wikipedia.org/wiki/Chromosome_17,
Medicine	S2213158213000582.ann	abnormalities		0		,NOUN_470_0_2
Medicine	S2213158213000582.ann	Abnormalities		0		,NOUN_470_0_2
Medicine	S0925443913001385.ann	a selective effect		0		https://en.wikipedia.org/wiki/Selection_bias,
Medicine	S0022399913003358.ann	Associations	0			
Medicine	S0022399913003358.ann	subjective questions	0			
Medicine	S0165587612003680.ann	80%	0			
Medicine	S2213158213000582.ann	STG activity		0	STG	https://en.wikipedia.org/wiki/Superior_temporal_gyrus,
Medicine	S2213158213000302.ann	the automatic detection of change (MMNm)		0	MMNm	https://en.wikipedia.org/wiki/Mismatch_negativity,
Medicine	S0022399913003358.ann	self-rated	0			
Medicine	S1550413113004920.ann	7	0			
Medicine	S1550413113004920.ann	inactivation		0		,NOUN_220846_0_1
Medicine	S0925443913001385.ann	neurological deterioration		No		https://en.wikipedia.org/wiki/Cognitive_deficit,
Medicine	S2213158213000302.ann	focal modulation		0		,
Medicine	S0925443913001385.ann	a valine (p.Ala181Val)		Yes	valine,p.Ala181Val	https://en.wikipedia.org/wiki/Valine,NOUN_61067_0_1;,
Medicine	S0960896612001022.ann	single clonal deletions		0	clonal deletions	https://en.wikipedia.org/wiki/Clonal_deletion,
Medicine	S0006322312001096.ann	age- and sex-adjusted odds ratios from 1.5 (95% confidence interval 1.0-2.2) to 2.0 (1.4-3.0)		Yes	age-,sex-adjusted,odds ratios,confidence interval	https://en.wikipedia.org/wiki/Age_adjustment,;,;https://en.wikipedia.org/wiki/Odds_ratio,;https://en.wikipedia.org/wiki/Confidence_interval,NOUN_1907696_0_1
Medicine	S0925443913001385.ann	a helix		No		https://en.wikipedia.org/wiki/Helix,NOUN_72221_0_1
Medicine	S2213158213000302.ann	prefrontal degeneration		1	prefrontal,degeneration	https://en.wikipedia.org/wiki/Prefrontal_cortex,ADJECTIVE_821990_0_1;https://en.wikipedia.org/wiki/Degeneration_(medical),NOUN_61534_0_1
Medicine	S0165587612003680.ann	an average of 1.7		No	average	https://en.wikipedia.org/wiki/Average,NOUN_42744_0_1
Medicine	S2213158213000302.ann	compare	0			
Medicine	S1550413113004920.ann	the patients		0	patients	https://en.wikipedia.org/wiki/Patient,NOUN_44371_1_1
Medicine	S2213158213000302.ann	behavioural variant frontotemporal dementia		0		https://en.wikipedia.org/wiki/Frontotemporal_dementia,
Medicine	S0925443913001385.ann	a decreased steady-state level		No	steady-state level	https://en.wikipedia.org/wiki/Pharmacokinetics,
Medicine	S0925443913001385.ann	MRPL12		No		https://en.wikipedia.org/wiki/MRPL12,
Medicine	S0925443913001385.ann	altered integration	0			
Medicine	S0925443913003037.ann	the mt-tRNAPhe transcript		Yes	mt-tRNAPhe,transcript	,;https://en.wikipedia.org/wiki/Transcription_(biology),NOUN_62803_0_4
Medicine	S2213158213000582.ann	Within-group t-tests		1	Within-group,t-tests	https://en.wikipedia.org/wiki/Repeated_measures_design,;https://en.wikipedia.org/wiki/Student%27s_t-test,NOUN_240443_0_1
